Gender,Age,DailyMeals,ExerciseLevel,Height,Weight,BMR,Carbs,Proteins,Fats,Calories
0,27,3,0,168,117.0,2090.0,313.5,125.4,83.6,2508.0
0,25,2,4,183,79.0,1813.75,430.766,172.306,114.871,3446.127
1,22,3,0,160,65.0,1379.0,206.85,82.74,55.16,1654.8
1,29,3,0,142,90.0,1481.5,222.225,88.89,59.26,1777.8
0,23,4,0,157,87.0,1741.25,261.188,104.475,69.65,2089.502
1,22,3,0,152,93.0,1609.0,241.35,96.54,64.36,1930.8
0,25,2,2,160,70.0,1580.0,306.125,122.45,81.633,2448.997
1,46,2,1,160,46.0,1069.0,183.734,73.494,48.996,1469.876
0,25,3,0,160,118.0,2060.0,309.0,123.6,82.4,2472.0
0,28,2,0,165,49.0,1386.25,207.938,83.175,55.45,1663.502
0,24,3,0,165,99.0,1906.25,285.938,114.375,76.25,2287.502
0,30,3,0,173,70.0,1636.25,245.438,98.175,65.45,1963.502
0,25,3,0,157,88.0,1741.25,261.188,104.475,69.65,2089.502
1,52,3,0,163,90.0,1497.75,224.662,89.865,59.91,1797.298
0,29,3,0,168,52.0,1430.0,214.5,85.8,57.2,1716.0
0,23,3,0,170,68.0,1632.5,244.875,97.95,65.3,1959.0
0,22,2,0,165,78.0,1706.25,255.938,102.375,68.25,2047.502
0,24,3,0,160,43.0,1315.0,197.25,78.9,52.6,1578.0
1,27,2,0,157,77.0,1455.25,218.288,87.315,58.21,1746.302
1,28,4,0,160,92.0,1619.0,242.85,97.14,64.76,1942.8
0,22,3,0,163,113.0,2043.75,306.562,122.625,81.75,2452.498
1,25,3,0,137,74.0,1310.25,196.538,78.615,52.41,1572.302
0,26,2,0,168,68.0,1605.0,240.75,96.3,64.2,1926.0
1,60,2,0,157,79.0,1310.25,196.538,78.615,52.41,1572.302
1,30,2,0,155,80.0,1457.75,218.662,87.465,58.31,1749.298
1,25,3,0,178,132.0,2146.5,321.975,128.79,85.86,2575.8
1,29,3,0,145,93.0,1530.25,229.538,91.815,61.21,1836.302
0,38,3,0,157,102.0,1816.25,272.438,108.975,72.65,2179.502
1,23,3,0,150,49.0,1151.5,172.725,69.09,46.06,1381.8
0,23,3,0,175,110.0,2083.75,312.562,125.025,83.35,2500.498
1,41,4,0,142,68.0,1201.5,180.225,72.09,48.06,1441.8
0,29,2,0,160,80.0,1660.0,249.0,99.6,66.4,1992.0
0,20,3,0,163,77.0,1693.75,254.062,101.625,67.75,2032.498
0,23,2,0,178,56.0,1562.5,234.375,93.75,62.5,1875.0
1,21,3,0,132,50.0,1059.0,158.85,63.54,42.36,1270.8
1,19,2,0,142,67.0,1301.5,195.225,78.09,52.06,1561.8
0,20,3,0,165,40.0,1336.25,200.438,80.175,53.45,1603.502
1,31,3,0,160,80.0,1484.0,222.6,89.04,59.36,1780.8
1,22,2,1,142,58.0,1196.5,205.648,82.259,54.84,1645.188
0,24,3,1,168,64.0,1575.0,270.703,108.281,72.188,2165.628
0,39,3,0,170,50.0,1372.5,205.875,82.35,54.9,1647.0
1,36,3,0,160,47.0,1129.0,169.35,67.74,45.16,1354.8
0,24,3,0,168,75.0,1685.0,252.75,101.1,67.4,2022.0
0,23,2,0,178,91.0,1912.5,286.875,114.75,76.5,2295.0
0,27,2,0,168,98.0,1900.0,285.0,114.0,76.0,2280.0
1,23,3,0,163,68.0,1422.75,213.412,85.365,56.91,1707.298
0,23,3,2,168,80.0,1740.0,337.125,134.85,89.9,2697.0
0,23,3,0,160,93.0,1820.0,273.0,109.2,72.8,2184.0
0,22,4,1,178,86.0,1867.5,320.977,128.391,85.594,2567.818
0,22,3,0,160,116.0,2055.0,308.25,123.3,82.2,2466.0
0,22,3,4,180,76.0,1780.0,422.75,169.1,112.733,3381.997
1,18,3,0,165,45.0,1230.25,184.538,73.815,49.21,1476.302
0,26,3,0,165,47.0,1376.25,206.438,82.575,55.05,1651.502
1,27,3,0,163,45.0,1172.75,175.912,70.365,46.91,1407.298
1,38,2,0,160,79.0,1439.0,215.85,86.34,57.56,1726.8
0,29,3,0,157,88.0,1721.25,258.188,103.275,68.85,2065.502
0,23,2,4,168,69.0,1630.0,387.125,154.85,103.233,3096.997
1,20,3,0,157,90.0,1620.25,243.038,97.215,64.81,1944.302
1,23,3,0,157,63.0,1335.25,200.288,80.115,53.41,1602.302
1,18,3,0,160,45.0,1199.0,179.85,71.94,47.96,1438.8
1,43,3,0,142,108.0,1591.5,238.725,95.49,63.66,1909.8
1,21,3,0,132,47.0,1029.0,154.35,61.74,41.16,1234.8
1,26,4,0,152,57.0,1229.0,184.35,73.74,49.16,1474.8
1,22,2,1,163,46.0,1207.75,207.582,83.033,55.355,1660.655
0,22,3,0,180,78.0,1800.0,270.0,108.0,72.0,2160.0
0,27,4,0,170,115.0,2082.5,312.375,124.95,83.3,2499.0
0,24,3,2,165,66.0,1576.25,305.398,122.159,81.44,2443.188
0,23,3,0,170,101.0,1962.5,294.375,117.75,78.5,2355.0
0,23,4,1,140,69.0,1455.0,250.078,100.031,66.688,2000.628
1,21,3,1,173,60.0,1415.25,243.246,97.298,64.866,1945.97
1,21,4,0,140,76.0,1369.0,205.35,82.14,54.76,1642.8
0,24,2,1,168,77.0,1705.0,293.047,117.219,78.146,2344.378
0,23,3,0,163,58.0,1488.75,223.312,89.325,59.55,1786.498
0,36,3,0,157,90.0,1706.25,255.938,102.375,68.25,2047.502
1,40,2,1,163,48.0,1137.75,195.551,78.22,52.147,1564.407
0,21,3,4,168,62.0,1570.0,372.875,149.15,99.433,2982.997
1,21,2,0,145,62.0,1260.25,189.038,75.615,50.41,1512.302
0,23,4,0,173,108.0,2051.25,307.688,123.075,82.05,2461.502
1,21,3,0,170,45.0,1246.5,186.975,74.79,49.86,1495.8
1,33,3,0,160,42.0,1094.0,164.1,65.64,43.76,1312.8
1,40,3,0,155,43.0,1037.75,155.662,62.265,41.51,1245.298
0,21,3,1,165,64.0,1571.25,270.059,108.023,72.016,2160.472
1,20,3,4,165,61.0,1380.25,327.809,131.124,87.416,2622.476
0,20,4,4,173,65.0,1636.25,388.609,155.444,103.629,3108.873
1,23,2,0,155,63.0,1322.75,198.412,79.365,52.91,1587.298
0,25,3,0,157,108.0,1941.25,291.188,116.475,77.65,2329.502
1,30,3,0,152,72.0,1359.0,203.85,81.54,54.36,1630.8
1,24,3,1,150,59.0,1246.5,214.242,85.697,57.131,1713.935
1,26,3,0,160,46.0,1169.0,175.35,70.14,46.76,1402.8
0,58,3,0,165,50.0,1246.25,186.938,74.775,49.85,1495.502
1,22,3,1,160,60.0,1329.0,228.422,91.369,60.912,1827.372
1,38,3,0,157,44.0,1070.25,160.538,64.215,42.81,1284.302
1,25,3,0,147,50.0,1132.75,169.912,67.965,45.31,1359.298
0,22,4,0,163,103.0,1943.75,291.562,116.625,77.75,2332.498
0,27,2,1,165,83.0,1731.25,297.559,119.023,79.349,2380.469
1,25,3,0,157,93.0,1625.25,243.788,97.515,65.01,1950.302
0,22,3,0,163,40.0,1313.75,197.062,78.825,52.55,1576.498
0,47,2,0,188,105.0,1995.0,299.25,119.7,79.8,2394.0
1,25,3,0,152,99.0,1654.0,248.1,99.24,66.16,1984.8
1,28,3,0,145,85.0,1455.25,218.288,87.315,58.21,1746.302
0,22,3,0,155,113.0,1993.75,299.062,119.625,79.75,2392.498
1,22,2,0,157,78.0,1490.25,223.538,89.415,59.61,1788.302
0,28,3,0,175,122.0,2178.75,326.812,130.725,87.15,2614.498
1,22,3,0,157,75.0,1460.25,219.038,87.615,58.41,1752.302
1,22,2,4,157,70.0,1410.25,334.934,133.974,89.316,2679.476
0,22,2,1,173,82.0,1796.25,308.73,123.492,82.328,2469.84
1,50,3,0,157,78.0,1350.25,202.538,81.015,54.01,1620.302
1,47,3,0,157,68.0,1265.25,189.788,75.915,50.61,1518.302
0,23,3,0,165,49.0,1411.25,211.688,84.675,56.45,1693.502
0,25,3,1,165,84.0,1751.25,300.996,120.398,80.266,2407.97
1,32,2,1,152,46.0,1089.0,187.172,74.869,49.912,1497.372
1,22,3,0,147,92.0,1567.75,235.162,94.065,62.71,1881.298
0,24,2,1,175,87.0,1848.75,317.754,127.102,84.734,2542.03
1,43,2,1,140,50.0,999.0,171.703,68.681,45.787,1373.619
1,39,2,0,160,80.0,1444.0,216.6,86.64,57.76,1732.8
0,23,3,3,183,85.0,1883.75,406.184,162.473,108.316,3249.472
0,20,3,0,168,50.0,1455.0,218.25,87.3,58.2,1746.0
0,26,3,0,168,95.0,1875.0,281.25,112.5,75.0,2250.0
0,30,2,0,163,80.0,1673.75,251.062,100.425,66.95,2008.498
1,21,2,1,157,69.0,1405.25,241.527,96.611,64.407,1932.215
0,27,4,0,178,98.0,1962.5,294.375,117.75,78.5,2355.0
1,22,3,0,160,47.0,1199.0,179.85,71.94,47.96,1438.8
0,30,3,0,170,98.0,1897.5,284.625,113.85,75.9,2277.0
0,28,3,1,168,86.0,1775.0,305.078,122.031,81.354,2440.622
0,26,3,0,168,65.0,1575.0,236.25,94.5,63.0,1890.0
0,23,4,2,157,70.0,1571.25,304.43,121.772,81.181,2435.437
1,24,3,0,155,65.0,1337.75,200.662,80.265,53.51,1605.298
1,32,3,0,142,94.0,1506.5,225.975,90.39,60.26,1807.8
1,25,2,0,163,77.0,1502.75,225.412,90.165,60.11,1803.298
0,29,3,0,168,89.0,1800.0,270.0,108.0,72.0,2160.0
0,22,3,0,163,40.0,1313.75,197.062,78.825,52.55,1576.498
1,21,2,0,150,68.0,1351.5,202.725,81.09,54.06,1621.8
0,23,2,0,160,70.0,1590.0,238.5,95.4,63.6,1908.0
0,25,3,1,170,90.0,1842.5,316.68,126.672,84.448,2533.44
1,25,3,0,145,93.0,1550.25,232.538,93.015,62.01,1860.302
1,27,3,0,155,76.0,1432.75,214.912,85.965,57.31,1719.298
0,24,3,0,165,116.0,2076.25,311.438,124.575,83.05,2491.502
0,22,4,1,183,92.0,1958.75,336.66,134.664,89.776,2693.28
1,25,3,2,160,76.0,1474.0,285.588,114.235,76.157,2284.705
0,35,3,0,170,50.0,1392.5,208.875,83.55,55.7,1671.0
1,19,2,2,157,69.0,1415.25,274.205,109.682,73.121,2193.637
0,21,4,0,178,69.0,1702.5,255.375,102.15,68.1,2043.0
1,28,3,0,145,93.0,1535.25,230.288,92.115,61.41,1842.302
0,23,3,0,170,69.0,1642.5,246.375,98.55,65.7,1971.0
1,43,2,1,155,70.0,1292.75,222.191,88.877,59.251,1777.531
1,18,3,1,163,47.0,1237.75,212.738,85.095,56.73,1701.902
0,26,3,0,170,51.0,1447.5,217.125,86.85,57.9,1737.0
1,32,4,1,157,97.0,1630.25,280.199,112.08,74.72,2241.596
0,21,3,4,175,72.0,1713.75,407.016,162.806,108.538,3256.13
0,24,3,0,160,109.0,1975.0,296.25,118.5,79.0,2370.0
1,25,3,2,163,84.0,1572.75,304.72,121.888,81.259,2437.763
1,22,4,0,160,63.0,1359.0,203.85,81.54,54.36,1630.8
1,22,2,1,157,40.0,1110.25,190.824,76.33,50.886,1526.59
0,25,3,0,165,97.0,1881.25,282.188,112.875,75.25,2257.502
0,21,3,0,155,100.0,1868.75,280.312,112.125,74.75,2242.498
0,22,3,2,168,63.0,1575.0,305.156,122.062,81.375,2441.247
1,32,3,0,163,41.0,1107.75,166.162,66.465,44.31,1329.298
1,20,4,0,163,50.0,1257.75,188.662,75.465,50.31,1509.298
0,24,2,0,178,74.0,1737.5,260.625,104.25,69.5,2085.0
1,46,3,4,157,64.0,1230.25,292.184,116.874,77.916,2337.476
1,28,3,0,145,97.0,1575.25,236.288,94.515,63.01,1890.302
1,22,4,1,155,43.0,1127.75,193.832,77.533,51.689,1550.661
0,25,3,0,163,99.0,1888.75,283.312,113.325,75.55,2266.498
0,33,3,0,155,87.0,1678.75,251.812,100.725,67.15,2014.498
0,37,3,0,157,114.0,1941.25,291.188,116.475,77.65,2329.502
0,23,3,2,175,80.0,1783.75,345.602,138.241,92.16,2764.812
0,30,3,0,163,82.0,1693.75,254.062,101.625,67.75,2032.498
1,43,3,0,152,99.0,1564.0,234.6,93.84,62.56,1876.8
0,22,3,0,165,63.0,1556.25,233.438,93.375,62.25,1867.502
0,23,3,3,173,71.0,1681.25,362.52,145.008,96.672,2900.16
0,22,2,0,168,49.0,1435.0,215.25,86.1,57.4,1722.0
0,24,3,0,173,78.0,1746.25,261.938,104.775,69.85,2095.502
0,27,4,0,170,105.0,1982.5,297.375,118.95,79.3,2379.0
0,46,3,0,163,103.0,1823.75,273.562,109.425,72.95,2188.498
0,22,4,0,157,97.0,1846.25,276.938,110.775,73.85,2215.502
0,30,3,0,168,50.0,1405.0,210.75,84.3,56.2,1686.0
0,21,3,0,160,47.0,1370.0,205.5,82.2,54.8,1644.0
0,23,2,2,168,67.0,1610.0,311.938,124.775,83.183,2495.499
0,23,3,0,163,116.0,2068.75,310.312,124.125,82.75,2482.498
1,23,2,0,157,50.0,1205.25,180.788,72.315,48.21,1446.302
0,29,3,0,168,102.0,1930.0,289.5,115.8,77.2,2316.0
1,35,3,0,152,40.0,1014.0,152.1,60.84,40.56,1216.8
0,42,2,0,163,68.0,1493.75,224.062,89.625,59.75,1792.498
1,26,3,1,165,58.0,1320.25,226.918,90.767,60.511,1815.339
0,26,3,0,160,110.0,1975.0,296.25,118.5,79.0,2370.0
1,36,3,0,160,46.0,1119.0,167.85,67.14,44.76,1342.8
1,29,3,0,145,88.0,1480.25,222.038,88.815,59.21,1776.302
1,31,2,0,155,73.0,1382.75,207.412,82.965,55.31,1659.298
0,21,2,0,130,56.0,1272.5,190.875,76.35,50.9,1527.0
0,21,3,0,160,42.0,1320.0,198.0,79.2,52.8,1584.0
0,31,3,0,168,51.0,1410.0,211.5,84.6,56.4,1692.0
0,22,3,0,168,110.0,2045.0,306.75,122.7,81.8,2454.0
0,21,3,0,165,80.0,1731.25,259.688,103.875,69.25,2077.502
0,33,2,0,163,49.0,1348.75,202.312,80.925,53.95,1618.498
0,23,3,2,165,75.0,1671.25,323.805,129.522,86.348,2590.44
0,22,3,0,168,105.0,1995.0,299.25,119.7,79.8,2394.0
1,24,4,1,168,81.0,1579.0,271.391,108.556,72.371,2171.127
0,23,3,0,163,44.0,1348.75,202.312,80.925,53.95,1618.498
0,22,3,0,157,117.0,2046.25,306.938,122.775,81.85,2455.502
0,22,2,0,163,67.0,1583.75,237.562,95.025,63.35,1900.498
1,24,2,0,160,65.0,1369.0,205.35,82.14,54.76,1642.8
0,20,3,0,173,114.0,2126.25,318.938,127.575,85.05,2551.502
1,38,3,0,152,65.0,1249.0,187.35,74.94,49.96,1498.8
0,25,3,0,165,40.0,1311.25,196.688,78.675,52.45,1573.502
0,22,2,1,168,68.0,1625.0,279.297,111.719,74.479,2234.375
0,15,2,2,183,95.0,2023.75,392.102,156.841,104.56,3136.812
0,23,3,2,170,91.0,1862.5,360.859,144.344,96.229,2886.873
0,22,3,0,170,53.0,1487.5,223.125,89.25,59.5,1785.0
1,32,3,0,155,43.0,1077.75,161.662,64.665,43.11,1293.298
0,26,3,0,178,90.0,1887.5,283.125,113.25,75.5,2265.0
1,23,4,0,170,56.0,1346.5,201.975,80.79,53.86,1615.8
0,22,3,0,163,71.0,1623.75,243.562,97.425,64.95,1948.498
0,24,3,0,163,120.0,2103.75,315.562,126.225,84.15,2524.498
0,23,4,4,173,68.0,1651.25,392.172,156.869,104.579,3137.375
0,22,3,0,173,74.0,1716.25,257.438,102.975,68.65,2059.502
0,28,2,0,168,52.0,1435.0,215.25,86.1,57.4,1722.0
1,22,2,0,163,67.0,1417.75,212.662,85.065,56.71,1701.298
1,21,2,0,157,46.0,1175.25,176.288,70.515,47.01,1410.302
0,31,4,0,155,87.0,1688.75,253.312,101.325,67.55,2026.498
1,22,2,0,165,52.0,1280.25,192.038,76.815,51.21,1536.302
1,40,3,0,157,45.0,1070.25,160.538,64.215,42.81,1284.302
0,27,4,1,185,105.0,2076.25,356.855,142.742,95.161,2854.837
0,22,3,3,170,62.0,1577.5,340.148,136.059,90.706,2721.182
0,23,3,0,165,82.0,1741.25,261.188,104.475,69.65,2089.502
1,23,2,4,152,51.0,1184.0,281.2,112.48,74.987,2249.603
0,23,2,0,170,70.0,1652.5,247.875,99.15,66.1,1983.0
0,23,4,4,180,74.0,1755.0,416.812,166.725,111.15,3334.498
1,23,3,0,157,41.0,1115.25,167.288,66.915,44.61,1338.302
1,21,3,0,168,45.0,1234.0,185.1,74.04,49.36,1480.8
0,23,3,1,173,58.0,1551.25,266.621,106.648,71.099,2132.967
0,22,4,3,175,75.0,1738.75,374.918,149.967,99.978,2999.342
0,26,4,1,180,134.0,2340.0,402.188,160.875,107.25,3217.502
0,23,3,1,165,82.0,1741.25,299.277,119.711,79.807,2394.215
0,24,3,0,165,45.0,1366.25,204.938,81.975,54.65,1639.502
0,39,4,0,152,90.0,1660.0,249.0,99.6,66.4,1992.0
0,29,3,0,175,76.0,1713.75,257.062,102.825,68.55,2056.498
1,56,4,0,142,77.0,1216.5,182.475,72.99,48.66,1459.8
0,23,2,0,165,93.0,1851.25,277.688,111.075,74.05,2221.502
0,26,3,0,170,93.0,1867.5,280.125,112.05,74.7,2241.0
1,28,2,1,155,62.0,1287.75,221.332,88.533,59.022,1770.658
0,20,2,1,163,75.0,1673.75,287.676,115.07,76.714,2301.41
1,54,3,0,152,75.0,1269.0,190.35,76.14,50.76,1522.8
1,18,4,0,150,54.0,1226.5,183.975,73.59,49.06,1471.8
0,23,3,0,180,135.0,2365.0,354.75,141.9,94.6,2838.0
1,25,3,0,160,60.0,1314.0,197.1,78.84,52.56,1576.8
0,26,2,1,168,85.0,1775.0,305.078,122.031,81.354,2440.622
0,26,3,0,173,53.0,1486.25,222.938,89.175,59.45,1783.502
1,30,3,0,168,79.0,1529.0,229.35,91.74,61.16,1834.8
1,22,4,0,152,54.0,1219.0,182.85,73.14,48.76,1462.8
1,23,4,0,165,103.0,1785.25,267.787,107.115,71.41,2142.298
0,24,3,0,178,91.0,1907.5,286.125,114.45,76.3,2289.0
0,22,3,2,173,54.0,1516.25,293.773,117.509,78.34,2350.188
1,22,2,0,155,76.0,1457.75,218.662,87.465,58.31,1749.298
0,28,3,0,165,64.0,1536.25,230.438,92.175,61.45,1843.502
0,20,3,4,168,70.0,1655.0,393.062,157.225,104.817,3144.501
0,24,3,1,165,56.0,1476.25,253.73,101.492,67.661,2029.837
0,25,2,0,165,50.0,1411.25,211.688,84.675,56.45,1693.502
0,22,3,0,168,51.0,1455.0,218.25,87.3,58.2,1746.0
1,25,3,4,137,44.0,1010.25,239.934,95.974,63.982,1919.47
0,22,2,0,163,56.0,1473.75,221.062,88.425,58.95,1768.498
0,28,4,0,163,104.0,1923.75,288.562,115.425,76.95,2308.498
0,24,3,0,168,52.0,1455.0,218.25,87.3,58.2,1746.0
0,22,3,4,168,80.0,1745.0,414.438,165.775,110.517,3315.505
0,16,3,0,178,80.0,1837.5,275.625,110.25,73.5,2205.0
0,22,3,0,157,120.0,2076.25,311.438,124.575,83.05,2491.502
1,22,2,1,160,66.0,1389.0,238.734,95.494,63.662,1909.87
1,22,3,0,157,43.0,1140.25,171.038,68.415,45.61,1368.302
1,21,4,2,157,60.0,1315.25,254.83,101.932,67.955,2038.643
1,36,3,0,152,99.0,1599.0,239.85,95.94,63.96,1918.8
1,57,2,0,152,61.0,1114.0,167.1,66.84,44.56,1336.8
1,28,3,0,152,57.0,1219.0,182.85,73.14,48.76,1462.8
0,21,2,0,175,60.0,1593.75,239.062,95.625,63.75,1912.498
1,40,3,0,157,90.0,1520.25,228.038,91.215,60.81,1824.302
0,21,3,2,170,53.0,1492.5,289.172,115.669,77.112,2313.372
0,23,2,0,168,52.0,1460.0,219.0,87.6,58.4,1752.0
0,25,3,1,178,68.0,1672.5,287.461,114.984,76.656,2299.684
0,28,2,0,168,98.0,1895.0,284.25,113.7,75.8,2274.0
0,24,3,0,160,114.0,2025.0,303.75,121.5,81.0,2430.0
0,22,3,1,180,84.0,1860.0,319.688,127.875,85.25,2557.502
0,21,4,1,168,54.0,1490.0,256.094,102.438,68.292,2048.756
1,59,2,0,157,69.0,1215.25,182.288,72.915,48.61,1458.302
0,24,3,2,165,62.0,1536.25,297.648,119.059,79.373,2381.185
0,19,3,4,178,77.0,1792.5,425.719,170.288,113.525,3405.753
0,29,2,0,173,99.0,1931.25,289.688,115.875,77.25,2317.502
0,21,2,1,170,52.0,1482.5,254.805,101.922,67.948,2038.44
1,36,3,0,142,81.0,1356.5,203.475,81.39,54.26,1627.8
0,22,3,1,180,79.0,1810.0,311.094,124.438,82.958,2488.75
0,21,2,1,170,66.0,1622.5,278.867,111.547,74.365,2230.941
1,20,3,0,163,45.0,1207.75,181.162,72.465,48.31,1449.298
0,21,3,0,168,48.0,1430.0,214.5,85.8,57.2,1716.0
1,27,3,0,157,99.0,1675.25,251.288,100.515,67.01,2010.302
1,36,3,0,163,41.0,1087.75,163.162,65.265,43.51,1305.298
0,24,2,0,180,64.0,1650.0,247.5,99.0,66.0,1980.0
0,20,3,0,168,65.0,1605.0,240.75,96.3,64.2,1926.0
0,27,4,0,160,90.0,1770.0,265.5,106.2,70.8,2124.0
1,23,4,0,160,65.0,1374.0,206.1,82.44,54.96,1648.8
0,67,3,0,173,73.0,1481.25,222.188,88.875,59.25,1777.502
1,26,2,0,155,66.0,1337.75,200.662,80.265,53.51,1605.298
0,16,3,4,170,77.0,1757.5,417.406,166.962,111.308,3339.244
1,22,3,0,157,54.0,1250.25,187.538,75.015,50.01,1500.302
0,21,3,0,165,73.0,1661.25,249.188,99.675,66.45,1993.502
0,34,3,0,165,103.0,1896.25,284.438,113.775,75.85,2275.502
0,22,3,0,163,43.0,1343.75,201.562,80.625,53.75,1612.498
0,27,3,0,157,83.0,1681.25,252.188,100.875,67.25,2017.502
0,29,2,1,170,90.0,1822.5,313.242,125.297,83.531,2505.935
1,19,3,0,157,54.0,1265.25,189.788,75.915,50.61,1518.302
1,22,2,1,160,59.0,1319.0,226.703,90.681,60.454,1813.622
1,21,2,0,145,68.0,1320.25,198.038,79.215,52.81,1584.302
1,17,3,1,173,63.0,1465.25,251.84,100.736,67.157,2014.717
1,21,2,2,155,42.0,1122.75,217.533,87.013,58.009,1740.265
0,23,3,0,175,72.0,1703.75,255.562,102.225,68.15,2044.498
0,25,3,0,165,110.0,2011.25,301.688,120.675,80.45,2413.502
1,22,4,1,170,51.0,1301.5,223.695,89.478,59.652,1789.56
0,22,3,0,157,112.0,1996.25,299.438,119.775,79.85,2395.502
0,25,3,0,160,104.0,1920.0,288.0,115.2,76.8,2304.0
1,26,3,0,145,89.0,1505.25,225.788,90.315,60.21,1806.302
1,49,3,0,157,110.0,1675.25,251.288,100.515,67.01,2010.302
0,27,2,1,160,66.0,1530.0,262.969,105.188,70.125,2103.753
1,30,3,0,152,41.0,1049.0,157.35,62.94,41.96,1258.8
0,25,2,1,165,70.0,1611.25,276.934,110.773,73.849,2215.469
1,24,3,0,163,42.0,1157.75,173.662,69.465,46.31,1389.298
0,25,3,0,163,98.0,1878.75,281.812,112.725,75.15,2254.498
1,33,4,0,142,75.0,1311.5,196.725,78.69,52.46,1573.8
0,37,4,0,155,93.0,1718.75,257.812,103.125,68.75,2062.498
0,54,3,2,160,68.0,1415.0,274.156,109.663,73.108,2193.248
1,21,3,0,163,50.0,1252.75,187.912,75.165,50.11,1503.298
0,22,4,0,170,70.0,1657.5,248.625,99.45,66.3,1989.0
0,20,3,0,155,100.0,1873.75,281.062,112.425,74.95,2248.498
0,24,3,0,165,50.0,1416.25,212.438,84.975,56.65,1699.502
0,25,3,0,173,51.0,1471.25,220.688,88.275,58.85,1765.502
1,58,3,0,157,75.0,1280.25,192.038,76.815,51.21,1536.302
0,30,3,0,168,51.0,1415.0,212.25,84.9,56.6,1698.0
0,20,2,0,173,92.0,1906.25,285.938,114.375,76.25,2287.502
1,40,3,0,160,43.0,1069.0,160.35,64.14,42.76,1282.8
1,29,2,1,145,58.0,1180.25,202.855,81.142,54.095,1622.843
0,21,3,0,173,80.0,1781.25,267.188,106.875,71.25,2137.502
0,22,3,0,165,46.0,1386.25,207.938,83.175,55.45,1663.502
0,23,3,4,165,63.0,1551.25,368.422,147.369,98.246,2947.378
0,32,3,0,168,50.0,1395.0,209.25,83.7,55.8,1674.0
1,24,2,1,155,61.0,1297.75,223.051,89.22,59.48,1784.404
0,16,3,1,165,71.6,1672.25,287.418,114.967,76.645,2299.345
0,21,2,0,165,62.0,1551.25,232.688,93.075,62.05,1861.502
1,26,4,0,155,86.0,1537.75,230.662,92.265,61.51,1845.298
0,27,4,0,157,89.0,1741.25,261.188,104.475,69.65,2089.502
0,23,4,0,170,106.0,2012.5,301.875,120.75,80.5,2415.0
1,41,2,1,135,51.0,987.75,169.77,67.908,45.272,1358.16
0,58,3,4,170,62.0,1397.5,331.906,132.763,88.508,2655.248
0,22,2,0,163,90.0,1813.75,272.062,108.825,72.55,2176.498
1,36,3,0,142,98.0,1526.5,228.975,91.59,61.06,1831.8
0,22,3,0,165,67.0,1596.25,239.438,95.775,63.85,1915.502
1,42,3,0,163,48.0,1127.75,169.162,67.665,45.11,1353.298
0,26,3,0,173,54.0,1496.25,224.438,89.775,59.85,1795.502
0,21,2,0,168,90.0,1850.0,277.5,111.0,74.0,2220.0
1,21,2,0,168,70.0,1484.0,222.6,89.04,59.36,1780.8
1,21,2,0,142,87.0,1491.5,223.725,89.49,59.66,1789.8
1,22,3,0,157,50.0,1210.25,181.538,72.615,48.41,1452.302
0,23,3,2,163,67.0,1578.75,305.883,122.353,81.569,2447.065
0,22,3,0,173,69.0,1666.25,249.938,99.975,66.65,1999.502
1,23,3,1,163,49.0,1232.75,211.879,84.752,56.501,1695.033
1,20,3,2,160,48.0,1219.0,236.181,94.473,62.982,1889.454
0,24,4,0,168,58.0,1515.0,227.25,90.9,60.6,1818.0
1,21,4,0,155,66.0,1362.75,204.412,81.765,54.51,1635.298
0,34,3,0,173,54.0,1456.25,218.438,87.375,58.25,1747.502
1,27,3,0,157,99.0,1675.25,251.288,100.515,67.01,2010.302
1,56,3,0,160,77.0,1329.0,199.35,79.74,53.16,1594.8
0,28,4,1,185,85.0,1871.25,321.621,128.648,85.766,2572.97
1,20,4,2,157,78.0,1500.25,290.673,116.269,77.513,2325.385
1,40,3,0,163,107.0,1727.75,259.162,103.665,69.11,2073.298
0,45,3,0,155,89.0,1638.75,245.812,98.325,65.55,1966.498
0,37,3,0,165,113.0,1981.25,297.188,118.875,79.25,2377.502
1,30,4,1,168,70.0,1439.0,247.328,98.931,65.954,1978.622
0,25,4,0,145,80.0,1586.25,237.938,95.175,63.45,1903.502
1,22,3,1,157,45.0,1160.25,199.418,79.767,53.178,1595.342
0,25,2,0,160,47.0,1350.0,202.5,81.0,54.0,1620.0
1,32,3,0,142,74.0,1306.5,195.975,78.39,52.26,1567.8
0,22,3,0,155,115.0,2013.75,302.062,120.825,80.55,2416.498
0,22,2,0,168,58.0,1525.0,228.75,91.5,61.0,1830.0
0,20,3,1,173,55.0,1536.25,264.043,105.617,70.411,2112.339
1,24,2,1,160,76.0,1479.0,254.203,101.681,67.788,2033.628
0,28,4,0,163,104.0,1923.75,288.562,115.425,76.95,2308.498
1,28,3,0,152,96.0,1609.0,241.35,96.54,64.36,1930.8
1,22,2,0,152,58.0,1259.0,188.85,75.54,50.36,1510.8
0,21,2,0,160,46.0,1360.0,204.0,81.6,54.4,1632.0
0,22,3,1,173,76.0,1736.25,298.418,119.367,79.578,2387.342
1,28,3,0,160,52.0,1219.0,182.85,73.14,48.76,1462.8
1,20,3,0,165,46.0,1230.25,184.538,73.815,49.21,1476.302
1,22,4,2,168,55.0,1329.0,257.494,102.998,68.665,2059.953
